ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
308554011,Photo,White-bearded Manakin,Manacus manacus,,Luis Fillipe  Couto,2020-11-28,2020,11,28,800,Brazil,BR-RJ,Rio de Janeiro,,Serrinha do Alambari--Camping Clube do Brasil,-22.3861999,-44.5544587,"",,Unspecified,"","",,,,,,,S81770162,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,3330,4995
308526401,Photo,White-bearded Manakin,Manacus manacus,,George Strozberg,2021-02-16,2021,2,16,730,Brazil,BR-SP,São Paulo,,Fazenda Putim,-23.4239020,-45.9850096,"",,Unspecified,"","",,,,,,,S81763777,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,980,1000
308526391,Photo,White-bearded Manakin,Manacus manacus,,George Strozberg,2021-02-16,2021,2,16,730,Brazil,BR-SP,São Paulo,,Fazenda Putim,-23.4239020,-45.9850096,"",,Unspecified,"","",,,,,,,S81763777,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,980,1000
308526371,Photo,White-bearded Manakin,Manacus manacus,,George Strozberg,2021-02-16,2021,2,16,730,Brazil,BR-SP,São Paulo,,Fazenda Putim,-23.4239020,-45.9850096,"","",Unspecified,"","",,,,,,,S81763777,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,Watermark,969,1000
308406391,Photo,White-bearded Manakin,Manacus manacus,,Luis Fillipe  Couto,2020-09-07,2020,9,7,830,Brazil,BR-RJ,Rio de Janeiro,,Jardim Botânico do Rio de Janeiro,-22.9674422,-43.2241201,"",,Unspecified,"","",,,,,,,S81728303,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2498,3747
307784411,Photo,White-bearded Manakin,Manacus manacus,,Richard Thunen,2017-05-08,2017,5,8,0,Ecuador,EC-P,Pichincha,,Rio Silanche Bird Sanctuary,0.1451850,-79.1414713,"",,Unspecified,"","",,,,,,,S79375470,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1150,1727
307784401,Photo,White-bearded Manakin,Manacus manacus,,Richard Thunen,2017-05-08,2017,5,8,0,Ecuador,EC-P,Pichincha,,Rio Silanche Bird Sanctuary,0.1451850,-79.1414713,"",,Unspecified,"","",,,,,,,S79375470,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,1415,2120
307784381,Photo,White-bearded Manakin,Manacus manacus,,Richard Thunen,2017-05-08,2017,5,8,0,Ecuador,EC-P,Pichincha,,Rio Silanche Bird Sanctuary,0.1451850,-79.1414713,"",,Unspecified,"","",,,,,,,S79375470,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1114,1671
307558111,Photo,White-bearded Manakin,Manacus manacus,,Franciane Pereira,2021-02-14,2021,2,14,710,Brazil,BR-SP,São Paulo,,Peruíbe--listas históricas (considere utilizar uma localidade mais precisa),-24.3128129,-47.0005846,"",,Unspecified,"","",,,,,,,S81350507,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1580,2370
307353611,Photo,White-bearded Manakin,Manacus manacus,,João Pedro Sampaio Nunes,2021-01-31,2021,1,31,1011,Brazil,BR-SP,São Paulo,,Itanhaém--Mata de Bopiranga,-24.2069829,-46.8880373,"",,Unspecified,"","",,,,,,,S80188105,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2733,2732
307340401,Photo,White-bearded Manakin,Manacus manacus,,João Pedro Sampaio Nunes,2021-01-24,2021,1,24,657,Brazil,BR-SP,São Paulo,,Itanhaém--Mata de Bopiranga,-24.2069829,-46.8880373,"",,Unspecified,"","",,,,,,,S79825883,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2895,2894
306000221,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-09,2021,2,9,1615,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S80739789,"",,,,El Saltarín Maraquero ♂ es de color blanco con negro.,Manacus manacus,whbman1,Species,15475,,3.00,1,,2704,3828
306000151,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-09,2021,2,9,1615,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S80739789,"",,,,El Saltarín Maraquero ♂ es de color blanco con negro.,Manacus manacus,whbman1,Species,15475,,3.00,1,,2386,3513
305998081,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-09,2021,2,9,1615,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S80739789,"",,,,El Saltarín Maraquero ♂ es de color blanco con negro.,Manacus manacus,whbman1,Species,15475,,4.00,1,,2517,3614
305998031,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-09,2021,2,9,1615,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S80739789,"",,,,El Saltarín Maraquero ♂ es de color blanco con negro.,Manacus manacus,whbman1,Species,15475,,2.00,1,,2028,3190
305997951,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-09,2021,2,9,1615,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S80739789,"",,,,El Saltarín Maraquero ♂ es de color blanco con negro.,Manacus manacus,whbman1,Species,15475,,3.00,1,,2118,3505
305997901,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-09,2021,2,9,1615,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S80739789,"",,,,El Saltarín Maraquero ♂ es de color blanco con negro.,Manacus manacus,whbman1,Species,15475,,3.00,1,,2327,3074
305970161,Photo,White-bearded Manakin,Manacus manacus,,Santiago Muñoz Bolaños,2021-02-06,2021,2,6,712,Colombia,CO-MET,Meta,,"Poligrow Finca Macondo (2,96, -72,206)",2.9601079,-72.2063820,"",,Unspecified,"","",,,,,,,S80712229,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,2849,3561
305808491,Photo,White-bearded Manakin,Manacus manacus,,Sergio Adrián  Murillo Montoya,2021-02-09,2021,2,9,735,Colombia,CO-CAL,Caldas,,"IE Cañaveral, Sede Marco Fidel Suárez, La Pradera, Victoria Caldas, CO",5.4315306,-74.9071185,"",,Unspecified,"","",,,,,,,S80690457,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,4000,6000
305407811,Photo,White-bearded Manakin,Manacus manacus,,lenix  lázaro molina,2020-10-17,2020,10,17,700,Colombia,CO-LAG,La Guajira,,Reserva Miramar,11.1912122,-73.4355203,"",,Unspecified,"","",,,,,,,S75061511,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,4700,3608
305325941,Photo,White-bearded Manakin,Manacus manacus,,Diego Clavijo Ortiz,2021-02-07,2021,2,7,642,Colombia,CO-CAL,Caldas,,Vereda La Tebaida,5.3297607,-75.0439599,"",,Unspecified,"","",,,,,,,S80620013,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2631,3946
305325911,Photo,White-bearded Manakin,Manacus manacus,,Diego Clavijo Ortiz,2021-02-07,2021,2,7,642,Colombia,CO-CAL,Caldas,,Vereda La Tebaida,5.3297607,-75.0439599,"",,Unspecified,"","",,,,,,,S80620013,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2739,4109
304650091,Photo,White-bearded Manakin,Manacus manacus,,Alex Cruz Jr 🦤,2009-08-09,2009,8,9,750,Argentina,AR-N-IG,Misiones,Iguazú,PN Iguazú--Área Cataratas,-25.6833032,-54.4554520,"","",Unspecified,"","",,,,,,,S80050668,"",,,,Lifer. See sketch.,Manacus manacus,whbman1,Species,15475,,1.00,1,Field notes/sketch,2107,3705
303983041,Photo,White-bearded Manakin,Manacus manacus,,Rafael Mantilla Murillo,2021-02-03,2021,2,3,643,Colombia,CO-SAN,Santander,,Reserva Natural Manantial de la Aurora,7.1467446,-73.3407436,"",,Unspecified,"","",,,,,,,S80376713,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,2,,3235,4348
303635251,Photo,White-bearded Manakin,Manacus manacus,,Jhon Velasquez,2021-01-26,2021,1,26,701,Colombia,CO-MET,Meta,,Vía Puente Abadía,4.1778505,-73.6358425,"",,Unspecified,"","",,,,,,,S79949910,"",,,,,Manacus manacus,whbman1,Species,15475,,4.86,7,,3456,4337
302972271,Photo,White-bearded Manakin,Manacus manacus,,Franciane Pereira,2021-01-31,2021,1,31,640,Brazil,BR-SP,São Paulo,,Peruíbe--listas históricas (considere utilizar uma localidade mais precisa),-24.3128129,-47.0005846,"",,Unspecified,"","",,,,,,,S80178223,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1949,2925
301962751,Photo,White-bearded Manakin,Manacus manacus,,Corey Finger,2013-07-19,2013,7,19,1045,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S14740342,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,811,1000
301962741,Photo,White-bearded Manakin,Manacus manacus,,Corey Finger,2013-07-19,2013,7,19,1045,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S14740342,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,811,1000
301774271,Photo,White-bearded Manakin,Manacus manacus,,LUCIANO BERNARDES,2015-04-19,2015,4,19,722,Brazil,BR-SP,São Paulo,,Caconde--área geral,-21.5290985,-46.6436148,"",,Unspecified,"","",,,,,,,S62709777,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,1432,2095
301774261,Photo,White-bearded Manakin,Manacus manacus,,LUCIANO BERNARDES,2015-04-19,2015,4,19,722,Brazil,BR-SP,São Paulo,,Caconde--área geral,-21.5290985,-46.6436148,"",,Unspecified,"","",,,,,,,S62709777,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,1483,2023
301774251,Photo,White-bearded Manakin,Manacus manacus,,LUCIANO BERNARDES,2015-04-19,2015,4,19,722,Brazil,BR-SP,São Paulo,,Caconde--área geral,-21.5290985,-46.6436148,"",,Unspecified,"","",,,,,,,S62709777,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,1410,2127
301774171,Photo,White-bearded Manakin,Manacus manacus,,LUCIANO BERNARDES,2015-04-19,2015,4,19,722,Brazil,BR-SP,São Paulo,,Caconde--área geral,-21.5290985,-46.6436148,"",,Unspecified,"","",,,,,,,S62709777,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,1414,2121
301451191,Photo,White-bearded Manakin,Manacus manacus,,Henry Ferrer Florián Delgadillo,2021-01-25,2021,1,25,734,Colombia,CO-BOY,Boyacá,,Finca Agroecológica los Pinos,5.4831330,-74.1706609,"",,Unspecified,"","",,,,,,,S79872168,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,4608
301451161,Photo,White-bearded Manakin,Manacus manacus,,Henry Ferrer Florián Delgadillo,2021-01-25,2021,1,25,734,Colombia,CO-BOY,Boyacá,,Finca Agroecológica los Pinos,5.4831330,-74.1706609,"",,Unspecified,"","",,,,,,,S79872168,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,3456,4608
300348901,Photo,White-bearded Manakin,Manacus manacus,,Ellison Orcutt,2018-10-25,2018,10,25,540,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S49450998,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2799,3918
300242591,Photo,White-bearded Manakin,Manacus manacus,,Ellison Orcutt,2018-10-24,2018,10,24,605,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S49426811,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2581,3613
299936581,Photo,White-bearded Manakin,Manacus manacus,,Luiz Carlos Ramassotti,2021-01-19,2021,1,19,638,Brazil,BR-SP,São Paulo,,Rio Claro--Horto de Camaquã,-22.3666610,-47.6566700,Adult Male – 1,,Unspecified,"","",,,,,,,S79535159,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1944,2916
299873221,Photo,White-bearded Manakin,Manacus manacus,,Sylvie Vanier🦩,2017-09-19,2017,9,19,623,Ecuador,EC-P,Pichincha,,Rio Silanche Bird Sanctuary,0.1451850,-79.1414713,"",,Unspecified,"","",,,,,,,S39441172,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,3110
299725451,Photo,White-bearded Manakin,Manacus manacus,,Daniel M Haddad - RJ,2021-01-20,2021,1,20,630,Brazil,BR-RJ,Rio de Janeiro,,PE da Pedra Branca--Vargem Grande,-22.9567929,-43.4825027,"",,Unspecified,"","",,,,,,,S79617868,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3125,3125
299724841,Photo,White-bearded Manakin,Manacus manacus,,Daniel M Haddad - RJ,2021-01-20,2021,1,20,630,Brazil,BR-RJ,Rio de Janeiro,,PE da Pedra Branca--Vargem Grande,-22.9567929,-43.4825027,"",,Unspecified,"","",,,,,,,S79617868,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,3423,3423
299724301,Photo,White-bearded Manakin,Manacus manacus,,Daniel M Haddad - RJ,2021-01-20,2021,1,20,630,Brazil,BR-RJ,Rio de Janeiro,,PE da Pedra Branca--Vargem Grande,-22.9567929,-43.4825027,"",,Unspecified,"","",,,,,,,S79617868,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,2832,2832
299428031,Photo,White-bearded Manakin,Manacus manacus,,John Deitsch,2019-01-17,2019,1,17,635,Brazil,BR-RJ,Rio de Janeiro,,Paraty--Fazenda Bananal,-23.2148473,-44.7651029,"",,Unspecified,"","",,,,,,,S51760473,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2417,4123
299039321,Photo,White-bearded Manakin,Manacus manacus,,Jorge Eduardo Mariño Indaburu @SmartBirding,2021-01-17,2021,1,17,700,Colombia,CO-HUI,Huila,,Alto Mesitas,2.7519942,-75.2347475,"",,Unspecified,"","",,,,,,,S79467685,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,,
298968051,Photo,White-bearded Manakin,Manacus manacus,,Julio Cesar Filipino,2021-01-17,2021,1,17,745,Brazil,BR-SP,São Paulo,,"Unnamed Road, São Paulo, BR (-21,303, -47,368)",-21.3031944,-47.3676342,"",,Unspecified,"","",,,,,,,S79450793,"",,,,"Registrado na estrada de terra que liga Cajuru a Sta Cruz da Esperança SP, local conhecido como brejinho da fartura, casal no brejo e 01 fêmea perto do taboal",Manacus manacus,whbman1,Species,15475,,4.00,2,,2796,3953
298687931,Photo,White-bearded Manakin,Manacus manacus,,Simon Best,2020-12-04,2020,12,4,538,Brazil,BR-RJ,Rio de Janeiro,,Angra dos Reis--Sertão de Mambucaba/Perequê,-22.9828067,-44.5432091,"",,Unspecified,"","",,,,,,,S77042063,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1591,2373
298687901,Photo,White-bearded Manakin,Manacus manacus,,Simon Best,2020-12-04,2020,12,4,538,Brazil,BR-RJ,Rio de Janeiro,,Angra dos Reis--Sertão de Mambucaba/Perequê,-22.9828067,-44.5432091,"",,Unspecified,"","",,,,,,,S77042063,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,1775,2516
298359771,Photo,White-bearded Manakin,Manacus manacus,,Bernardo José Jiménez Mejía,2020-12-06,2020,12,6,616,Colombia,CO-CAL,Caldas,,Samaná-Alto Bonito 1000,5.3899625,-74.9538585,Adult Male – 1,,Unspecified,"","",,,,,,,S77141127,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,3888,5184
298254671,Photo,White-bearded Manakin,Manacus manacus,,Jeronimo Giraldo,2021-01-10,2021,1,10,900,Colombia,CO-MET,Meta,,Reserva Maravillas del Guejar,3.4928388,-74.0652698,"",,Unspecified,"","",,,,,,,S79057170,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1738,1877
298254271,Photo,White-bearded Manakin,Manacus manacus,,Jeronimo Giraldo,2021-01-10,2021,1,10,900,Colombia,CO-MET,Meta,,Reserva Maravillas del Guejar,3.4928388,-74.0652698,"",,Unspecified,"","",,,,,,,S79057170,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1165,1265
296455561,Photo,White-bearded Manakin,Manacus manacus,,Andres Martinez D,2021-01-10,2021,1,10,1113,Colombia,CO-CAL,Caldas,,Marquetalia,5.2969868,-75.0551111,"",,Unspecified,"","",,,,,,,S79029419,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1440,1920
296455501,Photo,White-bearded Manakin,Manacus manacus,,Andres Martinez D,2021-01-10,2021,1,10,1113,Colombia,CO-CAL,Caldas,,Marquetalia,5.2969868,-75.0551111,"",,Unspecified,"","",,,,,,,S79029419,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,1920,2560
296226201,Photo,White-bearded Manakin,Manacus manacus,,Jose Fernando Sanchez O.,2021-01-03,2021,1,3,1916,Colombia,CO-CUN,Cundinamarca,,Parque Natural Maná Dulce,4.3511111,-74.6516667,"",,Unspecified,"","",,,,,,,S78620736,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,2448,3264
296204841,Photo,White-bearded Manakin,Manacus manacus,,Jose Fernando Sanchez O.,2021-01-07,2021,1,7,700,Colombia,CO-CAL,Caldas,,RN Bellavista,5.3301486,-74.9202240,"",,Unspecified,"","",,,,,,,S78853461,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2448,3264
296110711,Photo,White-bearded Manakin,Manacus manacus,,Edwin Torres,2021-01-01,2021,1,1,700,Colombia,CO-CUN,Cundinamarca,,FincaSabina,5.0094005,-74.3737206,"",,Unspecified,"","",,,,,,,S78960777,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3864,5152
296110441,Photo,White-bearded Manakin,Manacus manacus,,Edwin Torres,2021-01-01,2021,1,1,700,Colombia,CO-CUN,Cundinamarca,,FincaSabina,5.0094005,-74.3737206,"",,Unspecified,"","",,,,,,,S78960777,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3864,5152
296032541,Photo,White-bearded Manakin,Manacus manacus,,João Pedro Sampaio Nunes,2020-05-16,2020,5,16,848,Brazil,BR-SP,São Paulo,,Itanhaém--Bopiranga,-24.2196867,-46.8635192,"",,Unspecified,"","",,,,,,,S69472614,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1390,1390
295113851,Photo,White-bearded Manakin,Manacus manacus,,Tomas Llancay Levita,2020-12-29,2020,12,29,506,Peru,PE-CUS,Cuzco [Cusco],,Reserva Manakin,-12.9952864,-71.4560854,Adult Male – 1,,Unspecified,"","",,,,,,,S78272777,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2048,2326
293978321,Photo,White-bearded Manakin,Manacus manacus,,Enio Moraes,2020-12-31,2020,12,31,720,Brazil,BR-SP,São Paulo,,Santa Branca--Estrada dos Barretos,-23.4060000,-45.8570000,"",,Unspecified,"","",,,,,,,S78308150,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,576,1024
293762251,Photo,White-bearded Manakin,Manacus manacus,,João Octávio Caranzano Moraes,2021-01-02,2021,1,2,1020,Brazil,BR-RJ,Rio de Janeiro,,Itatiaia--Centro de Recuperação (Hospital do Exército),-22.4661790,-44.5854600,"",,Unspecified,"","",,,,,,,S78464855,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,2695,2695
293581351,Photo,White-bearded Manakin,Manacus manacus,,Mjack  13,2020-01-19,2020,1,19,1030,Ecuador,EC-P,Pichincha,,La Delicia--Guayabillas road (lower part below Mashpi turnoff),0.1957150,-78.8721150,"",,Unspecified,"","",,,,,,,S64312698,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,651,975
293532041,Photo,White-bearded Manakin,Manacus manacus,,Daniel M Haddad - RJ,2021-01-01,2021,1,1,0,Brazil,BR-RJ,Rio de Janeiro,,Fazenda Rio Vermelho,-22.7197900,-42.5849266,"",,Unspecified,"","",,,,,,,S78474186,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,4000,6000
293532001,Photo,White-bearded Manakin,Manacus manacus,,Daniel M Haddad - RJ,2021-01-01,2021,1,1,0,Brazil,BR-RJ,Rio de Janeiro,,Fazenda Rio Vermelho,-22.7197900,-42.5849266,"",,Unspecified,"","",,,,,,,S78474186,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,4000,6000
292648771,Photo,White-bearded Manakin,Manacus manacus,,pierre geoffray,2012-01-19,2012,1,19,0,Ecuador,EC-E,Esmeraldas,,finca Don Andres,0.4137616,-79.5267637,"",,Unspecified,"","",,,,,,,S78292427,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2736,3648
291822461,Photo,White-bearded Manakin,Manacus manacus,,Andres Martinez D,2020-12-27,2020,12,27,729,Colombia,CO-CAL,Caldas,,Marquetalia,5.2969868,-75.0551111,"",,Unspecified,"","",,,,,,,S78054619,"",,,,"Presencia de múltiples machos, vocalizando y cambiando de lugar constantemente. Puede tratarse de un lek.",Manacus manacus,whbman1,Species,15475,,4.50,2,,1920,2560
291667661,Photo,White-bearded Manakin,Manacus manacus,,Matheus Santos,2020-12-27,2020,12,27,712,Brazil,BR-SP,São Paulo,,Itanhaém--Alameda Guaraçaí,-24.1459172,-46.7264863,"",,Unspecified,"","",,,,,,,S78105461,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,2,,1046,1478
291168821,Photo,White-bearded Manakin,Manacus manacus,,Diane Eubanks,2018-08-09,2018,8,9,635,Brazil,BR-RJ,Rio de Janeiro,,Guapiacu Assu Bird Lodge REGUA Cachoeiras de Macacu,-22.4535179,-42.7703172,"",,Unspecified,"","",,,,,,,S77924223,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,3466,5245
291168321,Photo,White-bearded Manakin,Manacus manacus,,Diane Eubanks,2018-08-09,2018,8,9,635,Brazil,BR-RJ,Rio de Janeiro,,Guapiacu Assu Bird Lodge REGUA Cachoeiras de Macacu,-22.4535179,-42.7703172,"",,Unspecified,"","",,,,,,,S77924223,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,3343,5048
291168301,Photo,White-bearded Manakin,Manacus manacus,,Diane Eubanks,2018-08-09,2018,8,9,635,Brazil,BR-RJ,Rio de Janeiro,,Guapiacu Assu Bird Lodge REGUA Cachoeiras de Macacu,-22.4535179,-42.7703172,"",,Unspecified,"","",,,,,,,S77924223,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,2695,3971
291168281,Photo,White-bearded Manakin,Manacus manacus,,Diane Eubanks,2018-08-09,2018,8,9,635,Brazil,BR-RJ,Rio de Janeiro,,Guapiacu Assu Bird Lodge REGUA Cachoeiras de Macacu,-22.4535179,-42.7703172,"",,Unspecified,"","",,,,,,,S77924223,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2698,3958
291168271,Photo,White-bearded Manakin,Manacus manacus,,Diane Eubanks,2018-08-09,2018,8,9,635,Brazil,BR-RJ,Rio de Janeiro,,Guapiacu Assu Bird Lodge REGUA Cachoeiras de Macacu,-22.4535179,-42.7703172,"",,Unspecified,"","",,,,,,,S77924223,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2707,4067
291168261,Photo,White-bearded Manakin,Manacus manacus,,Diane Eubanks,2018-08-09,2018,8,9,635,Brazil,BR-RJ,Rio de Janeiro,,Guapiacu Assu Bird Lodge REGUA Cachoeiras de Macacu,-22.4535179,-42.7703172,"",,Unspecified,"","",,,,,,,S77924223,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2416,3704
291168221,Photo,White-bearded Manakin,Manacus manacus,,Diane Eubanks,2018-08-09,2018,8,9,635,Brazil,BR-RJ,Rio de Janeiro,,Guapiacu Assu Bird Lodge REGUA Cachoeiras de Macacu,-22.4535179,-42.7703172,"",,Unspecified,"","",,,,,,,S77924223,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1683,2749
291168211,Photo,White-bearded Manakin,Manacus manacus,,Diane Eubanks,2018-08-09,2018,8,9,635,Brazil,BR-RJ,Rio de Janeiro,,Guapiacu Assu Bird Lodge REGUA Cachoeiras de Macacu,-22.4535179,-42.7703172,"",,Unspecified,"","",,,,,,,S77924223,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1763,3059
291083551,Photo,White-bearded Manakin,Manacus manacus,,Cathy Pasterczyk,2007-05-09,2007,5,9,700,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Adult Male – 1,"Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S77992605,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,"",816,1224
290747071,Photo,White-bearded Manakin,Manacus manacus,,Christine McCluskey,2015-10-08,2015,10,8,610,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S25465419,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,3613,2923
